
1911 MFBM        QD        365
1911 MHVM        QD        365
1911 MHVM        QDX       365
1911 MREC        QD        241
1911 MREC        QDX       241
1911 NFMA        QD        153
1911 NFMA        QDX       153
1911 NFMB        QDX       365
1911 SIDM        QDX       365
1911 SMBM        QDX       365
1911 SRAM        QD        183
1911 STMB        QD        365
1911 STMB        QDX       365
1911 TOMT        QDX       365
1911 YRCM        QDX       365
1912 ARKCANCO    QDX       366
1912 ARKGRNCO    QDX       366
1912 BVB         QDX       366
1912 JAMR        AF_IN     366
1912 MARM        QD        366
1912 MFBM        QD        366
1912 MHVM        QD        366
1912 MHVM        QDX       366
1912 MREC        QD         68
1912 MREC        QDX        68
1912 NFMA        QD        158
1912 NFMA        QDX       366
1912 NFMB        QDX       366
1912 SCSM        QDX        92
1912 SIDM        QDX       366
1912 SMBM        QDX       366
1912 SMGM        QDX       122
1912 SRAM        QD        366
1912 STMB        QD        366
1912 STMB        QDX       366
1912 TOMT        QDX       366
1912 WRRY        QDX       183
1912 YRCM        QDX       366
1913 ARKCANCO    QDX       365
1913 ARKGRNCO    QDX       365
1913 BVB         QDX       365
1913 JAMR        AF_IN     365
1913 MARM        QD        365
1913 MFBM        QD        365
1913 MHVM        QD        365
1913 MHVM        QDX       365
1913 MREC        QD        183
1913 MREC        QDX       183
1913 MWYM        QD         92
1913 NFMB        QDX       365
1913 SCSM        QDX       230
1913 SIDM        QDX       365
1913 SMBM        QDX       365
1913 SMGM        QDX       184
1913 SRAM        QD        214
1913 STMB        QD        365
1913 STMB        QDX       365
1913 TOMT        QDX       365
1913 WRRY        QDX       365
1913 YRCM        QDX       365
1914 ARKCANCO    QDX       365
1914 ARKGRNCO    QDX       365
1914 BVB         QDX       365
1914 JAMR        AF_IN     365
1914 MARM        QD        365
1914 MFBM        QD        365
1914 MHVM        QD        365
1914 MHVM        QDX       365
1914 MREC        QD        255
1914 MREC        QDX       255
1914 MWYM        QD        365
1914 NFMB        QDX       365
1914 SCSM        QDX       258
1914 SIDM        QDX       365
1914 SMBM        QDX       365
1914 SMGM        QDX       183
1914 SRAM        QD        214
1914 STMB        QD        365
1914 STMB        QDX       365
1914 TOMT        QDX       365
1914 WRRY        QDX       365
1914 YRCM        QDX       365
1915 ARKCANCO    QDX       365
1915 ARKGRNCO    QDX       365
1915 BVB         QDX       365
1915 JAMR        AF_IN     365
1915 MARM        QD        365
1915 MFBM        QD        365
1915 MHVM        QD        365
1915 MHVM        QDX       365
1915 MREC        QD        292
1915 MREC        QDX       292
1915 MWYM        QD        365
1915 NFMB        QDX       365
1915 SCSM        QDX       168
1915 SHER        AF          0
1915 SHER        FB         32
1915 SHER        IN          0
1915 SHER        QD        120
1915 SIDM        QDX       365
1915 SMBM        QDX       365
1915 SMGM        QDX       153
1915 STMB        QD        365
1915 STMB        QDX       365
1915 TOMT        QDX       365
1915 WRRY        QDX       273
1915 WSSD        QDX       242
1915 YRCM        QDX       365
1916 ARKCANCO    QDX       366
1916 ARKGRNCO    QDX       366
1916 BVB         QDX       366
1916 JAMR        AF_IN     366
1916 MARM        QD        366
1916 MFBM        QD        366
1916 MHVM        QD        366
1916 MHVM        QDX       366
1916 MREC        QD        366
1916 MREC        QDX       366
1916 MWYM        QD        366
1916 NFMB        QDX       366
1916 SCSM        QDX       316
1916 SIDM        QDX       366
1916 SMGM        QDX       275
1916 STMB        QD        366
1916 STMB        QDX       366
1916 TOMT        QDX       366
1916 WRRY        QDX       366
1916 YRCM        QDX       366
1917 ARKCANCO    QDX       365
1917 ARKGRNCO    QDX       365
1917 BVB         QDX       365
1917 JAMR        AF_IN     365
1917 MARM        QD        365
1917 MFBM        QD        365
1917 MHVM        QD        365
1917 MHVM        QDX       365
1917 MREC        QD        365
1917 MREC        QDX       365
1917 MWYM        QD        365
1917 NFMB        QDX       365
1917 SCSM        QDX       365
1917 SHER        AF          0
1917 SHER        FB        140
1917 SHER        IN          0
1917 SHER        QD        365
1917 SIDM        QDX       365
1917 SMGM        QDX       275
1917 STMB        QD        365
1917 STMB        QDX       365
1917 TOMT        QDX        92
1917 WRRY        QDX       365
1917 YRCM        QDX       365
1918 ARKCANCO    QDX       365
1918 ARKGRNCO    QDX       365
1918 ASNC        SE_PCT      1
1918 BBR         SE_PCT      1
1918 BHR         CFS_MW      1
1918 BHR         QD          1
1918 BHR         QED         1
1918 BLCK        QDX       122
1918 BLR         SE_PCT      1
1918 BVB         QDX       365
1918 FREMNTCO    SE_PCT      1
1918 JAMR        AF_IN     365
1918 MARM        QD        365
1918 MFBM        QD        365
1918 MHVM        QD        365
1918 MHVM        QDX       365
1918 MREC        QD        275
1918 MREC        QDX       275
1918 MWYM        QD        153
1918 NFMB        QDX       365
1918 PCDM        QD        152
1918 SCSM        QDX       365
1918 SHER        AF          0
1918 SHER        FB        365
1918 SHER        IN          0
1918 SHER        QD        365
1918 SIDM        QDX       365
1918 SMGM        QDX       365
1918 SMIM        QJ        214
1918 STMB        QD        365
1918 STMB        QDX       365
1918 STMC        QCX        92
1918 STMC        QJX        92
1918 YRCM        QDX       365
1919 ARKCANCO    QDX       365
1919 ARKGRNCO    QDX       365
1919 BHR         CFS_MW      1
1919 BHR         QD          2
1919 BHR         QED         2
1919 BLCK        QDX       365
1919 BLR         SE_PCT      1
1919 BVB         QDX       365
1919 JAMR        AF_IN     365
1919 MARM        QD        365
1919 MFBM        QD        365
1919 MHVM        QD        365
1919 MHVM        QDX       365
1919 MREC        QD        244
1919 MREC        QDX       244
1919 MWYM        QD        365
1919 NFMA        QD        153
1919 NFMA        QDX       365
1919 NFMB        QDX       365
1919 PCDM        QD        183
1919 SCSM        QDX       365
1919 SHER        AF          0
1919 SHER        FB          0
1919 SHER        IN          0
1919 SHER        QD        365
1919 SIDM        QDX       365
1919 SMGM        QDX       365
1919 SMIM        QJ        275
1919 STMB        QD        365
1919 STMB        QDX       365
1919 STMC        QCX       365
1919 STMC        QJX       365
1919 WRRY        QDX       365
1919 YRCM        QDX       365
1920 ARKCANCO    QDX       366
1920 ARKGRNCO    QDX       366
1920 BLCK        QDX       366
1920 BVB         QDX       366
1920 JAMR        AF_IN     366
1920 MARM        QD        366
1920 MFBM        QD        366
1920 MHVM        QD        366
1920 MHVM        QDX       366
1920 MREC        QD        214
1920 MREC        QDX       214
1920 MWYM        QD        366
1920 NFMA        QD         96
1920 NFMA        QDX       366
1920 NFMB        QDX       366
1920 PCDM        QD        183
1920 SCSM        QDX       366
1920 SHER        AF          0
1920 SHER        FB          0
1920 SHER        IN          0
1920 SHER        QD        366
1920 SIDM        QDX       366
1920 SMGM        QDX       305
1920 SMIM        QJ        275
1920 STMB        QD        366
1920 STMB        QDX       366
1920 STMC        QCX       366
1920 STMC        QJX       366
1920 WRRY        QDX       366
1920 YRCM        QDX       366
1921 ARKCANCO    QDX       365
1921 ARKGRNCO    QDX       365
1921 BLCK        QDX       365
1921 BVB         QDX       365
1921 GRMY        QDX       230
1921 JAMR        AF_IN     365
1921 MARI        QDX       183
1921 MARM        QD        365
1921 MFBM        QD        365
1921 MHVM        QD        365
1921 MHVM        QDX       365
1921 MREC        QD        214
1921 MREC        QDX       214
1921 MWYM        QD        365
1921 NFMA        QD         92
1921 NFMA        QDX       365
1921 NFMB        QDX       365
1921 PCDM        QD        153
1921 SCSM        QDX       365
1921 SHER        AF          0
1921 SHER        FB        103
1921 SHER        IN          0
1921 SHER        QD        365
1921 SIDM        QDX       365
1921 SMGM        QDX       184
1921 SMIM        QJ        275
1921 SRBB        QDX       273
1921 STMB        QD        365
1921 STMB        QDX       365
1921 STMC        QCX       365
1921 STMC        QJX       365
1921 WRRY        QDX       365
1921 YRCM        QDX       365
1922 ARKCANCO    QDX       365
1922 ARKGRNCO    QDX       365
1922 BLCK        QDX       365
1922 BVB         QDX       365
1922 GRMY        QDX       231
1922 JAMR        AF_IN     365
1922 MARM        QD        365
1922 MFBM        QD        365
1922 MHVM        QD        365
1922 MHVM        QDX       365
1922 MLS         QDX        30
1922 MREC        QD        279
1922 MREC        QDX       279
1922 MWYM        QD        122
1922 NFMA        QD        153
1922 NFMA        QDX       365
1922 NFMB        QDX       365
1922 PCDM        QD         61
1922 SCSM        QDX       365
1922 SHER        AF          0
1922 SHER        FB        365
1922 SHER        IN          0
1922 SHER        QD        365
1922 SIDM        QDX       365
1922 SMGM        QDX       184
1922 SMIM        QJ        214
1922 SRBB        QDX       365
1922 STMB        QD        365
1922 STMB        QDX       365
1922 STMC        QCX       365
1922 STMC        QJX       365
1922 WRRY        QDX       365
1922 YRCM        QDX       365
1923 ARKCANCO    QDX       365
1923 ARKGRNCO    QDX       365
1923 BHR         QD          1
1923 BHR         QED         1
1923 BLCK        QDX       365
1923 BVB         QDX       365
1923 GRMY        QDX       220
1923 JAMR        AF_IN     365
1923 MARM        QD        365
1923 MFBM        QD        365
1923 MHVM        QD        124
1923 MHVM        QDX       124
1923 MLS         QDX       365
1923 MREC        QD        248
1923 MREC        QDX       248
1923 MWYM        QD        365
1923 NFMA        QD        153
1923 NFMA        QDX       365
1923 NFMB        QDX       365
1923 SCSM        QDX       365
1923 SHER        AF          0
1923 SHER        FB        120
1923 SHER        IN          0
1923 SHER        QD        365
1923 SIDM        QDX       365
1923 SMGM        QDX       184
1923 SMIM        QJ        275
1923 SRBB        QDX       365
1923 STMB        QD        365
1923 STMB        QDX       365
1923 STMC        QCX       365
1923 STMC        QJX       365
1923 WRRY        QDX       365
1923 YRCM        QDX       365
1924 ARKCANCO    QDX       366
1924 ARKGRNCO    QDX       366
1924 BVB         QDX       366
1924 GRMY        QDX       205
1924 JAMR        AF_IN     366
1924 MARM        QD        366
1924 MELM        QD        366
1924 MFBM        QD        366
1924 MREC        QD        245
1924 MREC        QDX       245
1924 MWYM        QD        366
1924 NFMA        QD        153
1924 NFMA        QDX       366
1924 NFMB        QDX       366
1924 SCSM        QDX       184
1924 SHER        AF          0
1924 SHER        FB        110
1924 SHER        IN          0
1924 SHER        QD        366
1924 SIDM        QDX       366
1924 SMGM        QDX       214
1924 SMIM        QJ        275
1924 SRBB        QDX       366
1924 STMB        QD        366
1924 STMB        QDX       366
1924 STMC        QCX       366
1924 STMC        QJX       366
1924 WRRY        QDX       366
1924 YRCM        QDX       366
1925 ARKCANCO    QDX       365
1925 ARKGRNCO    QDX       365
1925 BVB         QDX       365
1925 GRMY        QDX       214
1925 JAMR        AF_IN     365
1925 MARM        QD        365
1925 MCVM        QD        122
1925 MELM        QD        365
1925 MFBM        QD        365
1925 MREC        QD        227
1925 MREC        QDX       227
1925 MWYM        QD        365
1925 NFMA        QD        153
1925 NFMA        QDX       365
1925 NFMB        QDX       365
1925 SCSM        QDX       169
1925 SHER        AF        365
1925 SHER        CHSTOR    365
1925 SHER        FB        365
1925 SHER        IN        364
1925 SHER        QD        365
1925 SIDM        QDX       365
1925 SMGM        QDX       184
1925 SMIM        QJ        274
1925 SRBB        QDX       365
1925 STMB        QD        365
1925 STMB        QDX       365
1925 STMB        QUX       365
1925 STMC        QCX       365
1925 STMC        QJX       365
1925 WRRY        QDX       365
1925 YRCM        QDX       365
1926 ARKCANCO    QDX       365
1926 ARKGRNCO    QDX       365
1926 BHR         QD          1
1926 BHR         QED         1
1926 BLCK        QDX       273
1926 BVB         QDX       365
1926 GRMY        QDX       184
1926 JAMR        AF_IN      35
1926 MARM        QD        365
1926 MCVM        QD         92
1926 MELM        QD        365
1926 MFBM        QD        365
1926 MREC        QD        225
1926 MREC        QDX       225
1926 MWYM        QD        365
1926 NFMA        QD        194
1926 NFMA        QDX       365
1926 NFMB        QDX       365
1926 SCSM        QDX       197
1926 SHER        AF        365
1926 SHER        CHSTOR    365
1926 SHER        FB        365
1926 SHER        IN        365
1926 SHER        QD        365
1926 SIDM        QDX       365
1926 SMGM        QDX       184
1926 SMIM        QJ        258
1926 SRBB        QDX       365
1926 STMB        QD        365
1926 STMB        QDX       365
1926 STMB        QUX       365
1926 STMC        QCX       365
1926 STMC        QJX       365
1926 WRRY        QDX       365
1926 YRCM        QDX       365
1927 ARKCANCO    QDX       365
1927 ARKGRNCO    QDX       365
1927 BLCK        QDX       365
1927 BVB         QDX       365
1927 GRMY        QDX       220
1927 MARM        QD        365
1927 MELM        QD        365
1927 MFBM        QD        365
1927 MREC        QD        214
1927 MREC        QDX       214
1927 MWYM        QD        365
1927 NFMA        QD        153
1927 NFMA        QDX       365
1927 NFMB        QDX       365
1927 SCSM        QDX       214
1927 SHER        AF        365
1927 SHER        CHSTOR    365
1927 SHER        FB        365
1927 SHER        IN        365
1927 SHER        QD        365
1927 SIDM        QDX       365
1927 SMGM        QDX       184
1927 SMIM        QJ        214
1927 SRBB        QDX       365
1927 STMB        QD        365
1927 STMB        QDX       365
1927 STMB        QUX       365
1927 STMC        QCX       365
1927 STMC        QJX       365
1927 WRRY        QDX       365
1927 YRCM        QDX       365
1928 ARKCANCO    QDX       366
1928 ARKGRNCO    QDX       366
1928 BLCK        QDX       366
1928 BVB         QDX       366
1928 GRMY        QDX       174
1928 LGMT        QDX        61
1928 MARM        QD        366
1928 MELM        QD        366
1928 MFBM        QD        366
1928 MLS         QDX        34
1928 MREC        QD        224
1928 MREC        QDX       224
1928 MWYM        QD        366
1928 NFMA        QD        153
1928 NFMA        QDX       366
1928 NFMB        QDX       366
1928 SCSM        QDX       184
1928 SHER        AF        366
1928 SHER        CHSTOR    366
1928 SHER        FB        366
1928 SHER        IN        366
1928 SHER        QD        366
1928 SIDM        QDX       366
1928 SMGM        QDX       184
1928 SMIM        QJ        275
1928 SRBB        QDX       366
1928 STMB        QD        366
1928 STMB        QDX       366
1928 STMB        QUX       366
1928 STMC        QCX       366
1928 STMC        QJX       366
1928 WRRY        QDX       366
1928 YRCM        QDX       366
1929 ARKCANCO    QDX       365
1929 ARKGRNCO    QDX       365
1929 BIL         QDX       365
1929 BLCK        QDX       365
1929 BVB         QDX       365
1929 GRMY        QDX       200
1929 KAWY        QDX       256
1929 LGMT        QDX       365
1929 MARM        QD        365
1929 MELM        QD        365
1929 MFBM        QD        365
1929 MLS         QDX       365
1929 MREC        QD        245
1929 MREC        QDX       245
1929 MWYM        QD        365
1929 NFMA        QD        156
1929 NFMA        QDX       365
1929 NFMB        QDX       365
1929 SCSM        QDX       193
1929 SHER        AF        365
1929 SHER        CHSTOR    365
1929 SHER        FB        365
1929 SHER        IN        365
1929 SHER        QD        365
1929 SIDM        QDX       365
1929 SMGM        QDX       184
1929 SMIM        QJ        275
1929 SRBB        QDX       365
1929 STMB        QD        365
1929 STMB        QDX       365
1929 STMB        QUX       365
1929 STMC        QCX       365
1929 STMC        QJX       365
1929 YRCM        QDX       365
1930 ARKCANCO    QDX       365
1930 ARKGRNCO    QDX       365
1930 BIL         QD        365
1930 BIL         QDX       365
1930 BLCK        QDX       365
1930 BVB         QDX       365
1930 GIBR        AF        273
1930 GIBR        FB        273
1930 GIBR        IN        272
1930 GIBR        QD        273
1930 GIBR        QJ        273
1930 GIBR        QJ_PSC    273
1930 GIBR        QRD       273
1930 GRMY        QDX       245
1930 KAWY        QDX       365
1930 LGMT        QDX        92
1930 MARM        QD        365
1930 MELM        QD        365
1930 MFBM        QD        365
1930 MLS         QDX       365
1930 MREC        QD        251
1930 MREC        QDX       365
1930 MWYM        QD        365
1930 NFMA        QD        214
1930 NFMA        QDX       365
1930 NFMB        QDX       365
1930 SCSM        QDX       184
1930 SHER        AF        365
1930 SHER        CHSTOR    365
1930 SHER        FB        365
1930 SHER        IN        365
1930 SHER        QD        365
1930 SIDM        QDX       365
1930 SMGM        QDX       184
1930 SMIM        QJ        249
1930 SRBB        QDX       365
1930 SRDM        QD        273
1930 SRDM        QJ        273
1930 SRDM        QJ_PSC    273
1930 SRDM        QRD       273
1930 STMB        QD        365
1930 STMB        QDX       365
1930 STMB        QUX       365
1930 STMC        QCX       365
1930 STMC        QJX       365
1930 SUCT        QDX       214
1930 WRRY        QDX       365
1930 YRCM        QDX       365
1931 ARKCANCO    QDX       365
1931 ARKGRNCO    QDX       365
1931 BIL         QD        365
1931 BIL         QDX       365
1931 BLCK        QDX       365
1931 BTBLESCO    QDX       365
1931 BVB         QDX       365
1931 GIBR        AF        365
1931 GIBR        FB        365
1931 GIBR        IN        365
1931 GIBR        QD        365
1931 GIBR        QJ        365
1931 GIBR        QJ_PSC    365
1931 GIBR        QRD       365
1931 GRMY        QDX       365
1931 HEBR        MP_AF     273
1931 HEBR        MP_FB     273
1931 HEBR        MP_IN     273
1931 HEBR        MP_QD     273
1931 HEBR        QUD       273
1931 KAWY        QDX       365
1931 LGMT        QDX       365
1931 MARM        QD        365
1931 MELM        QD        365
1931 MFBM        QD        365
1931 MLKACCT     MRECQDX   361
1931 MLKACCT     QNATX     361
1931 MLKACCT     USQDX     361
1931 MLS         QDX       365
1931 MREC        QD        230
1931 MREC        QDX       365
1931 MRWC        QDX       365
1931 MWYM        QD        365
1931 NFMA        QD        183
1931 NFMA        QDX       365
1931 NFMB        QDX       365
1931 SCSM        QDX       211
1931 SHER        AF        365
1931 SHER        CHSTOR    365
1931 SHER        FB        365
1931 SHER        IN        365
1931 SHER        QD        365
1931 SIDM        QDX       365
1931 SMGM        QDX       184
1931 SMIM        QJ        275
1931 SRBB        QDX       365
1931 SRDM        QD        365
1931 SRDM        QJ        365
1931 SRDM        QJ_PSC    365
1931 SRDM        QRD       365
1931 STMB        QD        365
1931 STMB        QDX       365
1931 STMB        QUX       365
1931 STMC        QCX       365
1931 STMC        QJX       365
1931 SUCT        QDX       365
1931 WRRY        QDX       365
1931 YRCM        QDX       365
1932 ARKCANCO    QDX       366
1932 ARKGRNCO    QDX       366
1932 BIL         QD        366
1932 BIL         QDX       366
1932 BLCK        QDX       366
1932 BTBLESCO    QDX       366
1932 BVB         QDX       366
1932 GIBR        AF        366
1932 GIBR        FB        366
1932 GIBR        IN        366
1932 GIBR        QD        366
1932 GIBR        QJ        366
1932 GIBR        QJ_PSC    366
1932 GIBR        QRD       366
1932 GRMY        QDX       366
1932 HEBR        MP_AF     366
1932 HEBR        MP_FB     366
1932 HEBR        MP_IN     366
1932 HEBR        MP_QD     366
1932 HEBR        QUD       366
1932 KAWY        QDX       366
1932 LGMT        QDX       366
1932 MARM        QD        366
1932 MELM        QD        366
1932 MFBM        QD        366
1932 MLKACCT     MRECQDX   365
1932 MLKACCT     QNATX     365
1932 MLKACCT     USQDX     365
1932 MLS         QDX       366
1932 MREC        QD        245
1932 MREC        QDX       366
1932 MRWC        QDX       366
1932 MWYM        QD        366
1932 NFMA        QD        184
1932 NFMA        QDX       366
1932 NFMB        QDX       366
1932 SCSM        QDX       184
1932 SHER        AF        366
1932 SHER        CHSTOR    366
1932 SHER        FB        366
1932 SHER        IN        366
1932 SHER        QD        366
1932 SMGM        QDX       184
1932 SMIM        QJ        275
1932 SRBB        QDX       366
1932 SRDM        QD        366
1932 SRDM        QJ        366
1932 SRDM        QJ_PSC    366
1932 SRDM        QRD       366
1932 STMB        QD        366
1932 STMB        QDX       366
1932 STMB        QUX       366
1932 STMC        QCX       366
1932 STMC        QJX       366
1932 SUCT        QDX       366
1932 WRRY        QDX       366
1932 YRCM        QDX       366
1933 ARKCANCO    QDX       365
1933 ARKGRNCO    QDX       365
1933 BIL         QD        365
1933 BIL         QDX       365
1933 BLCK        QDX       365
1933 BTBLESCO    QDX       365
1933 BVB         QDX       365
1933 GIBR        AF        365
1933 GIBR        FB        365
1933 GIBR        IN        365
1933 GIBR        QD        365
1933 GIBR        QJ        365
1933 GIBR        QJ_PSC    365
1933 GIBR        QRD       365
1933 GRMY        QDX       365
1933 HEBR        MP_AF     365
1933 HEBR        MP_FB     365
1933 HEBR        MP_IN     365
1933 HEBR        MP_QD     365
1933 HEBR        QUD       365
1933 KAWY        QDX       365
1933 LGMT        QDX       365
1933 MARM        QD        365
1933 MELM        QD        365
1933 MFBM        QD        365
1933 MLKACCT     MRECQDX   365
1933 MLKACCT     QNATX     365
1933 MLKACCT     USQDX     365
1933 MLS         QDX       365
1933 MREC        QD        245
1933 MREC        QDX       365
1933 MRWC        QDX       365
1933 MWYM        QD        365
1933 NFMA        QD        153
1933 NFMA        QDX       365
1933 NFMB        QDX       365
1933 SCSM        QDX       184
1933 SHER        AF        365
1933 SHER        CHSTOR    365
1933 SHER        FB        365
1933 SHER        IN        365
1933 SHER        QD        365
1933 SMGM        QDX       184
1933 SMIM        QJ        254
1933 SRBB        QDX       365
1933 SRDM        QD        365
1933 SRDM        QJ        365
1933 SRDM        QJ_PSC    365
1933 SRDM        QRD       365
1933 STMB        QD        365
1933 STMB        QDX       365
1933 STMB        QUX       365
1933 STMC        QCX       365
1933 STMC        QJX       365
1933 SUCT        QDX       365
1933 WRRY        QDX       365
1933 YRCM        QDX       365
1934 ARKCANCO    QDX       365
1934 ARKGRNCO    QDX       365
1934 BIL         QD        365
1934 BIL         QDX       365
1934 BLCK        QDX       365
1934 BTBLESCO    QDX       365
1934 BVB         QDX       365
1934 GIBR        AF        365
1934 GIBR        FB        365
1934 GIBR        IN        365
1934 GIBR        QD        365
1934 GIBR        QJ        365
1934 GIBR        QJ_PSC    365
1934 GIBR        QRD       365
1934 GRMY        QDX       365
1934 HEBR        MP_AF     365
1934 HEBR        MP_FB     365
1934 HEBR        MP_IN     365
1934 HEBR        MP_QD     365
1934 HEBR        QUD       365
1934 KAWY        QDX       365
1934 LGMT        QDX       365
1934 MARM        QD        365
1934 MELM        QD        365
1934 MFBM        QD        365
1934 MLKACCT     MRECQDX   365
1934 MLKACCT     QNATX     365
1934 MLKACCT     USQDX     365
1934 MLS         QDX       365
1934 MREC        QD        245
1934 MREC        QDX       365
1934 MRWC        QDX       365
1934 MWYM        QD        365
1934 NFMA        QD        189
1934 NFMA        QDX       365
1934 NFMB        QDX       365
1934 RBMT        QD        214
1934 SCSM        QDX       205
1934 SEWR        FB        273
1934 SEWR        IN        273
1934 SEWR        QD        273
1934 SEWR        QED       273
1934 SEWR        QSD       273
1934 SHER        AF        365
1934 SHER        CHSTOR    365
1934 SHER        FB        365
1934 SHER        IN        365
1934 SHER        QD        365
1934 SIDM        QDX       365
1934 SMGM        QDX       214
1934 SMIM        QJ        275
1934 SRBB        QDX       365
1934 SRDM        QD        365
1934 SRDM        QJ        365
1934 SRDM        QJ_PSC    365
1934 SRDM        QRD       365
1934 STMB        QD        365
1934 STMB        QDX       365
1934 STMB        QUX       365
1934 STMC        QCX       365
1934 STMC        QJX       365
1934 SUCT        QDX       365
1934 VAMT        QD        183
1934 WRRY        QDX       365
1934 YRCM        QDX       365
1935 ARKCANCO    QDX       365
1935 ARKGRNCO    QDX       365
1935 BHSX        QDX       365
1935 BIL         QD        365
1935 BIL         QDX       365
1935 BLCK        QDX       365
1935 BTBLESCO    QDX       365
1935 BVB         QDX       365
1935 GIBR        AF        365
1935 GIBR        FB        365
1935 GIBR        IN        365
1935 GIBR        QD        365
1935 GIBR        QJ        365
1935 GIBR        QJ_PSC    365
1935 GIBR        QRD       365
1935 GRMY        QDX       365
1935 HEBR        MP_AF     365
1935 HEBR        MP_FB     365
1935 HEBR        MP_IN     365
1935 HEBR        MP_QD     365
1935 HEBR        QUD       365
1935 KAWY        QDX       365
1935 LGMT        QDX       365
1935 MARM        QD        365
1935 MCVM        QD        365
1935 MELM        QD        365
1935 MFBM        QD        365
1935 MLKACCT     MRECQDX   365
1935 MLKACCT     QNATX     365
1935 MLKACCT     USQDX     365
1935 MLS         QDX       365
1935 MREC        QD        365
1935 MREC        QDX       365
1935 MRWC        QDX       365
1935 MWYM        QD        365
1935 NFMA        QD        153
1935 NFMA        QDX       365
1935 NFMB        QDX       365
